away,home,date
COL,LAA,2024-07-30
WSN,ARI,2024-07-30
LAD,SDP,2024-07-30
OAK,SFG,2024-07-30
MIA,TBR,2024-07-31
TOR,BAL,2024-07-31
NYY,PHI,2024-07-31
MIN,NYM,2024-07-31
KCR,CHW,2024-07-31
ATL,MIL,2024-07-31
TEX,STL,2024-07-31
WSN,ARI,2024-07-31
SEA,BOS,2024-07-31
CHC,CIN,2024-07-31
PIT,HOU,2024-07-31
LAD,SDP,2024-07-31
COL,LAA,2024-07-31
OAK,SFG,2024-07-31
BAL,CLE,2024-08-01
KCR,DET,2024-08-01
MIA,ATL,2024-08-01
STL,CHC,2024-08-01
COL,LAA,2024-08-01
STL,CHC,2024-08-02
KCR,DET,2024-08-02
ARI,PIT,2024-08-02
MIL,WSN,2024-08-02
TOR,NYY,2024-08-02
BAL,CLE,2024-08-02
SFG,CIN,2024-08-02
MIA,ATL,2024-08-02
BOS,TEX,2024-08-02
TBR,HOU,2024-08-02
CHW,MIN,2024-08-02
NYM,LAA,2024-08-02
LAD,OAK,2024-08-02
COL,SDP,2024-08-02
PHI,SEA,2024-08-02
TOR,NYY,2024-08-03
STL,CHC,2024-08-03
MIL,WSN,2024-08-03
KCR,DET,2024-08-03
ARI,PIT,2024-08-03
BOS,TEX,2024-08-03
CHW,MIN,2024-08-03
BAL,CLE,2024-08-03
SFG,CIN,2024-08-03
TBR,HOU,2024-08-03
MIA,ATL,2024-08-03
COL,SDP,2024-08-03
LAD,OAK,2024-08-03
NYM,LAA,2024-08-03
PHI,SEA,2024-08-03
ARI,PIT,2024-08-04
MIA,ATL,2024-08-04
TOR,NYY,2024-08-04
MIL,WSN,2024-08-04
BAL,CLE,2024-08-04
KCR,DET,2024-08-04
SFG,CIN,2024-08-04
TBR,HOU,2024-08-04
CHW,MIN,2024-08-04
STL,CHC,2024-08-04
BOS,TEX,2024-08-04
NYM,LAA,2024-08-04
LAD,OAK,2024-08-04
COL,SDP,2024-08-04
PHI,SEA,2024-08-04
ARI,CLE,2024-08-05
CIN,MIA,2024-08-05
SFG,WSN,2024-08-05
HOU,TEX,2024-08-05
MIN,CHC,2024-08-05
BOS,KCR,2024-08-05
CHW,OAK,2024-08-05
PHI,LAD,2024-08-05
ARI,CLE,2024-08-06
SDP,PIT,2024-08-06
CIN,MIA,2024-08-06
SFG,WSN,2024-08-06
LAA,NYY,2024-08-06
BAL,TOR,2024-08-06
MIL,ATL,2024-08-06
TBR,STL,2024-08-06
HOU,TEX,2024-08-06
MIN,CHC,2024-08-06
BOS,KCR,2024-08-06
NYM,COL,2024-08-06
DET,SEA,2024-08-06
CHW,OAK,2024-08-06
PHI,LAD,2024-08-06
ARI,CLE,2024-08-07
MIN,CHC,2024-08-07
HOU,TEX,2024-08-07
CHW,OAK,2024-08-07
SDP,PIT,2024-08-07
CIN,MIA,2024-08-07
SFG,WSN,2024-08-07
LAA,NYY,2024-08-07
BAL,TOR,2024-08-07
MIL,ATL,2024-08-07
TBR,STL,2024-08-07
BOS,KCR,2024-08-07
NYM,COL,2024-08-07
DET,SEA,2024-08-07
PHI,LAD,2024-08-07
MIL,ATL,2024-08-08
SDP,PIT,2024-08-08
NYM,COL,2024-08-08
SFG,WSN,2024-08-08
CIN,MIA,2024-08-08
LAA,NYY,2024-08-08
BAL,TOR,2024-08-08
TBR,STL,2024-08-08
DET,SEA,2024-08-08
PHI,ARI,2024-08-08
LAA,WSN,2024-08-09
BAL,TBR,2024-08-09
TEX,NYY,2024-08-09
OAK,TOR,2024-08-09
HOU,BOS,2024-08-09
SDP,MIA,2024-08-09
STL,KCR,2024-08-09
CLE,MIN,2024-08-09
CHC,CHW,2024-08-09
CIN,MIL,2024-08-09
ATL,COL,2024-08-09
PHI,ARI,2024-08-09
PIT,LAD,2024-08-09
NYM,SEA,2024-08-09
DET,SFG,2024-08-09
TEX,NYY,2024-08-10
OAK,TOR,2024-08-10
DET,SFG,2024-08-10
HOU,BOS,2024-08-10
SDP,MIA,2024-08-10
LAA,WSN,2024-08-10
STL,KCR,2024-08-10
CLE,MIN,2024-08-10
CIN,MIL,2024-08-10
BAL,TBR,2024-08-10
CHC,CHW,2024-08-10
PHI,ARI,2024-08-10
ATL,COL,2024-08-10
PIT,LAD,2024-08-10
NYM,SEA,2024-08-10
HOU,BOS,2024-08-11
LAA,WSN,2024-08-11
TEX,NYY,2024-08-11
OAK,TOR,2024-08-11
BAL,TBR,2024-08-11
SDP,MIA,2024-08-11
CLE,MIN,2024-08-11
CIN,MIL,2024-08-11
ATL,COL,2024-08-11
DET,SFG,2024-08-11
PIT,LAD,2024-08-11
NYM,SEA,2024-08-11
PHI,ARI,2024-08-11
CHC,CLE,2024-08-12
STL,CIN,2024-08-12
HOU,TBR,2024-08-12
TEX,BOS,2024-08-12
KCR,MIN,2024-08-12
NYY,CHW,2024-08-12
LAD,MIL,2024-08-12
TOR,LAA,2024-08-12
COL,ARI,2024-08-12
PIT,SDP,2024-08-12
ATL,SFG,2024-08-12
WSN,BAL,2024-08-13
CHC,CLE,2024-08-13
SEA,DET,2024-08-13
STL,CIN,2024-08-13
MIA,PHI,2024-08-13
HOU,TBR,2024-08-13
OAK,NYM,2024-08-13
TEX,BOS,2024-08-13
KCR,MIN,2024-08-13
NYY,CHW,2024-08-13
LAD,MIL,2024-08-13
TOR,LAA,2024-08-13
COL,ARI,2024-08-13
PIT,SDP,2024-08-13
ATL,SFG,2024-08-13
KCR,MIN,2024-08-14
COL,ARI,2024-08-14
PIT,SDP,2024-08-14
TEX,BOS,2024-08-14
WSN,BAL,2024-08-14
CHC,CLE,2024-08-14
SEA,DET,2024-08-14
STL,CIN,2024-08-14
MIA,PHI,2024-08-14
HOU,TBR,2024-08-14
OAK,NYM,2024-08-14
NYY,CHW,2024-08-14
LAD,MIL,2024-08-14
TOR,LAA,2024-08-14
ATL,SFG,2024-08-14
OAK,NYM,2024-08-15
SEA,DET,2024-08-15
LAD,MIL,2024-08-15
ATL,SFG,2024-08-15
BOS,BAL,2024-08-15
WSN,PHI,2024-08-15
MIN,TEX,2024-08-15
TOR,CHC,2024-08-16
KCR,CIN,2024-08-16
SEA,PIT,2024-08-16
WSN,PHI,2024-08-16
NYY,DET,2024-08-16
ARI,TBR,2024-08-16
BOS,BAL,2024-08-16
MIA,NYM,2024-08-16
MIN,TEX,2024-08-16
CHW,HOU,2024-08-16
CLE,MIL,2024-08-16
LAD,STL,2024-08-16
SDP,COL,2024-08-16
ATL,LAA,2024-08-16
SEA,PIT,2024-08-17
NYY,DET,2024-08-17
TOR,CHC,2024-08-17
BOS,BAL,2024-08-17
ARI,TBR,2024-08-17
MIA,NYM,2024-08-17
WSN,PHI,2024-08-17
KCR,CIN,2024-08-17
MIN,TEX,2024-08-17
SFG,OAK,2024-08-17
CHW,HOU,2024-08-17
LAD,STL,2024-08-17
CLE,MIL,2024-08-17
SDP,COL,2024-08-17
ATL,LAA,2024-08-17
BOS,BAL,2024-08-18
SEA,PIT,2024-08-18
WSN,PHI,2024-08-18
KCR,CIN,2024-08-18
ARI,TBR,2024-08-18
MIA,NYM,2024-08-18
CHW,HOU,2024-08-18
CLE,MIL,2024-08-18
LAD,STL,2024-08-18
TOR,CHC,2024-08-18
MIN,TEX,2024-08-18
SDP,COL,2024-08-18
SFG,OAK,2024-08-18
ATL,LAA,2024-08-18
NYY,DET,2024-08-18
ARI,MIA,2024-08-19
CIN,TOR,2024-08-19
BAL,NYM,2024-08-19
PIT,TEX,2024-08-19
BOS,HOU,2024-08-19
LAA,KCR,2024-08-19
TBR,OAK,2024-08-19
MIN,SDP,2024-08-19
CHW,SFG,2024-08-19
SEA,LAD,2024-08-19
ARI,MIA,2024-08-20
COL,WSN,2024-08-20
CLE,NYY,2024-08-20
CIN,TOR,2024-08-20
BAL,NYM,2024-08-20
PHI,ATL,2024-08-20
MIL,STL,2024-08-20
DET,CHC,2024-08-20
PIT,TEX,2024-08-20
BOS,HOU,2024-08-20
LAA,KCR,2024-08-20
TBR,OAK,2024-08-20
MIN,SDP,2024-08-20
CHW,SFG,2024-08-20
SEA,LAD,2024-08-20
BAL,NYM,2024-08-21
BOS,HOU,2024-08-21
PIT,TEX,2024-08-21
CHW,SFG,2024-08-21
MIN,SDP,2024-08-21
ARI,MIA,2024-08-21
COL,WSN,2024-08-21
CLE,NYY,2024-08-21
CIN,TOR,2024-08-21
PHI,ATL,2024-08-21
MIL,STL,2024-08-21
DET,CHC,2024-08-21
LAA,KCR,2024-08-21
TBR,OAK,2024-08-21
SEA,LAD,2024-08-21
COL,WSN,2024-08-22
CLE,NYY,2024-08-22
MIL,STL,2024-08-22
DET,CHC,2024-08-22
TBR,OAK,2024-08-22
CIN,PIT,2024-08-22
LAA,TOR,2024-08-22
HOU,BAL,2024-08-22
PHI,ATL,2024-08-22
NYM,SDP,2024-08-22
CIN,PIT,2024-08-23
HOU,BAL,2024-08-23
COL,NYY,2024-08-23
LAA,TOR,2024-08-23
ARI,BOS,2024-08-23
TEX,CLE,2024-08-23
CHC,MIA,2024-08-23
WSN,ATL,2024-08-23
STL,MIN,2024-08-23
PHI,KCR,2024-08-23
DET,CHW,2024-08-23
NYM,SDP,2024-08-23
MIL,OAK,2024-08-23
SFG,SEA,2024-08-23
TBR,LAD,2024-08-23
COL,NYY,2024-08-24
LAA,TOR,2024-08-24
HOU,BAL,2024-08-24
MIL,OAK,2024-08-24
ARI,BOS,2024-08-24
SFG,SEA,2024-08-24
CHC,MIA,2024-08-24
CIN,PIT,2024-08-24
TEX,CLE,2024-08-24
STL,MIN,2024-08-24
PHI,KCR,2024-08-24
DET,CHW,2024-08-24
WSN,ATL,2024-08-24
NYM,SDP,2024-08-24
TBR,LAD,2024-08-24
ARI,BOS,2024-08-25
HOU,BAL,2024-08-25
CIN,PIT,2024-08-25
WSN,ATL,2024-08-25
COL,NYY,2024-08-25
LAA,TOR,2024-08-25
TEX,CLE,2024-08-25
CHC,MIA,2024-08-25
STL,MIN,2024-08-25
PHI,KCR,2024-08-25
DET,CHW,2024-08-25
MIL,OAK,2024-08-25
NYM,SDP,2024-08-25
SFG,SEA,2024-08-25
TBR,LAD,2024-08-25
KCR,CLE,2024-08-26
CHC,PIT,2024-08-26
HOU,PHI,2024-08-26
NYY,WSN,2024-08-26
TOR,BOS,2024-08-26
ATL,MIN,2024-08-26
SDP,STL,2024-08-26
DET,CHW,2024-08-26
MIA,COL,2024-08-26
TBR,SEA,2024-08-26
LAA,DET,2024-08-27
KCR,CLE,2024-08-27
OAK,CIN,2024-08-27
CHC,PIT,2024-08-27
HOU,PHI,2024-08-27
NYY,WSN,2024-08-27
TOR,BOS,2024-08-27
ATL,MIN,2024-08-27
SDP,STL,2024-08-27
TEX,CHW,2024-08-27
SFG,MIL,2024-08-27
MIA,COL,2024-08-27
NYM,ARI,2024-08-27
TBR,SEA,2024-08-27
BAL,LAD,2024-08-27
CHC,PIT,2024-08-28
KCR,CLE,2024-08-28
HOU,PHI,2024-08-28
TBR,SEA,2024-08-28
LAA,DET,2024-08-28
OAK,CIN,2024-08-28
NYY,WSN,2024-08-28
TOR,BOS,2024-08-28
ATL,MIN,2024-08-28
SDP,STL,2024-08-28
TEX,CHW,2024-08-28
SFG,MIL,2024-08-28
MIA,COL,2024-08-28
NYM,ARI,2024-08-28
BAL,LAD,2024-08-28
LAA,DET,2024-08-29
TEX,CHW,2024-08-29
SFG,MIL,2024-08-29
SDP,STL,2024-08-29
MIA,COL,2024-08-29
NYM,ARI,2024-08-29
OAK,CIN,2024-08-29
ATL,PHI,2024-08-29
TOR,BOS,2024-08-29
KCR,HOU,2024-08-29
BAL,LAD,2024-08-29
BOS,DET,2024-08-30
ATL,PHI,2024-08-30
MIL,CIN,2024-08-30
CHC,WSN,2024-08-30
SDP,TBR,2024-08-30
STL,NYY,2024-08-30
PIT,CLE,2024-08-30
OAK,TEX,2024-08-30
KCR,HOU,2024-08-30
TOR,MIN,2024-08-30
NYM,CHW,2024-08-30
BAL,COL,2024-08-30
SEA,LAA,2024-08-30
LAD,ARI,2024-08-30
MIA,SFG,2024-08-30
STL,NYY,2024-08-31
CHC,WSN,2024-08-31
SDP,TBR,2024-08-31
BOS,DET,2024-08-31
PIT,CLE,2024-08-31
OAK,TEX,2024-08-31
KCR,HOU,2024-08-31
TOR,MIN,2024-08-31
NYM,CHW,2024-08-31
ATL,PHI,2024-08-31
MIL,CIN,2024-08-31
BAL,COL,2024-08-31
LAD,ARI,2024-08-31
MIA,SFG,2024-08-31
SEA,LAA,2024-08-31
MIL,CIN,2024-09-01
CHC,WSN,2024-09-01
ATL,PHI,2024-09-01
STL,NYY,2024-09-01
BOS,DET,2024-09-01
SDP,TBR,2024-09-01
KCR,HOU,2024-09-01
TOR,MIN,2024-09-01
NYM,CHW,2024-09-01
OAK,TEX,2024-09-01
PIT,CLE,2024-09-01
BAL,COL,2024-09-01
MIA,SFG,2024-09-01
SEA,LAA,2024-09-01
LAD,ARI,2024-09-01
CHW,BAL,2024-09-02
STL,MIL,2024-09-02
HOU,CIN,2024-09-02
CLE,KCR,2024-09-02
LAD,ARI,2024-09-02
DET,SDP,2024-09-02
MIN,TBR,2024-09-02
SEA,OAK,2024-09-02
BOS,NYM,2024-09-02
PIT,CHC,2024-09-02
NYY,TEX,2024-09-02
CHW,BAL,2024-09-03
WSN,MIA,2024-09-03
MIN,TBR,2024-09-03
PHI,TOR,2024-09-03
BOS,NYM,2024-09-03
COL,ATL,2024-09-03
CLE,KCR,2024-09-03
PIT,CHC,2024-09-03
STL,MIL,2024-09-03
NYY,TEX,2024-09-03
LAD,LAA,2024-09-03
SEA,OAK,2024-09-03
ARI,SFG,2024-09-03
PHI,TOR,2024-09-04
CHW,BAL,2024-09-04
HOU,CIN,2024-09-04
WSN,MIA,2024-09-04
MIN,TBR,2024-09-04
BOS,NYM,2024-09-04
COL,ATL,2024-09-04
CLE,KCR,2024-09-04
PIT,CHC,2024-09-04
STL,MIL,2024-09-04
NYY,TEX,2024-09-04
LAD,LAA,2024-09-04
DET,SDP,2024-09-04
SEA,OAK,2024-09-04
ARI,SFG,2024-09-04
HOU,CIN,2024-09-05
MIN,TBR,2024-09-05
SEA,OAK,2024-09-05
ARI,SFG,2024-09-05
WSN,PIT,2024-09-05
PHI,MIA,2024-09-05
COL,ATL,2024-09-05
LAA,TEX,2024-09-05
DET,SDP,2024-09-05
NYY,CHC,2024-09-06
WSN,PIT,2024-09-06
TBR,BAL,2024-09-06
CIN,NYM,2024-09-06
CHW,BOS,2024-09-06
PHI,MIA,2024-09-06
TOR,ATL,2024-09-06
LAA,TEX,2024-09-06
ARI,HOU,2024-09-06
MIN,KCR,2024-09-06
COL,MIL,2024-09-06
SEA,STL,2024-09-06
DET,OAK,2024-09-06
SFG,SDP,2024-09-06
CLE,LAD,2024-09-06
NYY,CHC,2024-09-07
TBR,BAL,2024-09-07
DET,OAK,2024-09-07
ARI,HOU,2024-09-07
CIN,NYM,2024-09-07
PHI,MIA,2024-09-07
WSN,PIT,2024-09-07
MIN,KCR,2024-09-07
COL,MIL,2024-09-07
SEA,STL,2024-09-07
LAA,TEX,2024-09-07
CHW,BOS,2024-09-07
TOR,ATL,2024-09-07
SFG,SDP,2024-09-07
CLE,LAD,2024-09-07
WSN,PIT,2024-09-08
TBR,BAL,2024-09-08
TOR,ATL,2024-09-08
CHW,BOS,2024-09-08
CIN,NYM,2024-09-08
PHI,MIA,2024-09-08
ARI,HOU,2024-09-08
MIN,KCR,2024-09-08
COL,MIL,2024-09-08
SEA,STL,2024-09-08
NYY,CHC,2024-09-08
LAA,TEX,2024-09-08
DET,OAK,2024-09-08
CLE,LAD,2024-09-08
SFG,SDP,2024-09-08
TBR,PHI,2024-09-09
MIA,PIT,2024-09-09
KCR,NYY,2024-09-09
NYM,TOR,2024-09-09
BAL,BOS,2024-09-09
LAA,MIN,2024-09-09
CLE,CHW,2024-09-09
CHC,LAD,2024-09-09
COL,DET,2024-09-10
TBR,PHI,2024-09-10
MIA,PIT,2024-09-10
ATL,WSN,2024-09-10
KCR,NYY,2024-09-10
NYM,TOR,2024-09-10
BAL,BOS,2024-09-10
LAA,MIN,2024-09-10
CLE,CHW,2024-09-10
CIN,STL,2024-09-10
OAK,HOU,2024-09-10
SDP,SEA,2024-09-10
TEX,ARI,2024-09-10
MIL,SFG,2024-09-10
CHC,LAD,2024-09-10
MIA,PIT,2024-09-11
CLE,CHW,2024-09-11
NYM,TOR,2024-09-11
TEX,ARI,2024-09-11
COL,DET,2024-09-11
TBR,PHI,2024-09-11
ATL,WSN,2024-09-11
KCR,NYY,2024-09-11
BAL,BOS,2024-09-11
LAA,MIN,2024-09-11
CIN,STL,2024-09-11
OAK,HOU,2024-09-11
SDP,SEA,2024-09-11
MIL,SFG,2024-09-11
CHC,LAD,2024-09-11
COL,DET,2024-09-12
CIN,STL,2024-09-12
OAK,HOU,2024-09-12
TBR,CLE,2024-09-12
MIA,WSN,2024-09-12
BOS,NYY,2024-09-12
TEX,SEA,2024-09-12
MIL,SFG,2024-09-12
BAL,DET,2024-09-13
KCR,PIT,2024-09-13
NYM,PHI,2024-09-13
MIA,WSN,2024-09-13
BOS,NYY,2024-09-13
STL,TOR,2024-09-13
TBR,CLE,2024-09-13
LAD,ATL,2024-09-13
OAK,CHW,2024-09-13
CIN,MIN,2024-09-13
CHC,COL,2024-09-13
HOU,LAA,2024-09-13
MIL,ARI,2024-09-13
TEX,SEA,2024-09-13
SDP,SFG,2024-09-13
BOS,NYY,2024-09-14
STL,TOR,2024-09-14
NYM,PHI,2024-09-14
MIA,WSN,2024-09-14
BAL,DET,2024-09-14
TBR,CLE,2024-09-14
KCR,PIT,2024-09-14
CIN,MIN,2024-09-14
OAK,CHW,2024-09-14
LAD,ATL,2024-09-14
CHC,COL,2024-09-14
MIL,ARI,2024-09-14
SDP,SFG,2024-09-14
HOU,LAA,2024-09-14
TEX,SEA,2024-09-14
KCR,PIT,2024-09-15
NYM,PHI,2024-09-15
LAD,ATL,2024-09-15
MIA,WSN,2024-09-15
BOS,NYY,2024-09-15
STL,TOR,2024-09-15
BAL,DET,2024-09-15
TBR,CLE,2024-09-15
CIN,MIN,2024-09-15
OAK,CHW,2024-09-15
CHC,COL,2024-09-15
SDP,SFG,2024-09-15
HOU,LAA,2024-09-15
TEX,SEA,2024-09-15
MIL,ARI,2024-09-15
MIN,CLE,2024-09-16
WSN,NYM,2024-09-16
LAD,ATL,2024-09-16
DET,KCR,2024-09-16
OAK,CHC,2024-09-16
PHI,MIL,2024-09-16
PIT,STL,2024-09-16
ARI,COL,2024-09-16
CHW,LAA,2024-09-16
HOU,SDP,2024-09-16
SFG,BAL,2024-09-17
MIN,CLE,2024-09-17
ATL,CIN,2024-09-17
LAD,MIA,2024-09-17
BOS,TBR,2024-09-17
WSN,NYM,2024-09-17
DET,KCR,2024-09-17
OAK,CHC,2024-09-17
PHI,MIL,2024-09-17
PIT,STL,2024-09-17
TOR,TEX,2024-09-17
ARI,COL,2024-09-17
CHW,LAA,2024-09-17
HOU,SDP,2024-09-17
NYY,SEA,2024-09-17
OAK,CHC,2024-09-18
ARI,COL,2024-09-18
CHW,LAA,2024-09-18
SFG,BAL,2024-09-18
HOU,SDP,2024-09-18
MIN,CLE,2024-09-18
ATL,CIN,2024-09-18
LAD,MIA,2024-09-18
BOS,TBR,2024-09-18
WSN,NYM,2024-09-18
DET,KCR,2024-09-18
PHI,MIL,2024-09-18
PIT,STL,2024-09-18
TOR,TEX,2024-09-18
NYY,SEA,2024-09-18
SFG,BAL,2024-09-19
MIN,CLE,2024-09-19
ATL,CIN,2024-09-19
TOR,TEX,2024-09-19
NYY,SEA,2024-09-19
LAD,MIA,2024-09-19
BOS,TBR,2024-09-19
PHI,NYM,2024-09-19
PIT,STL,2024-09-19
WSN,CHC,2024-09-19
ARI,MIL,2024-09-19
LAA,HOU,2024-09-19
WSN,CHC,2024-09-20
PIT,CIN,2024-09-20
TOR,TBR,2024-09-20
DET,BAL,2024-09-20
MIN,BOS,2024-09-20
PHI,NYM,2024-09-20
ATL,MIA,2024-09-20
SEA,TEX,2024-09-20
LAA,HOU,2024-09-20
SFG,KCR,2024-09-20
ARI,MIL,2024-09-20
CLE,STL,2024-09-20
CHW,SDP,2024-09-20
NYY,OAK,2024-09-20
COL,LAD,2024-09-20
PIT,CIN,2024-09-21
WSN,CHC,2024-09-21
DET,BAL,2024-09-21
TOR,TBR,2024-09-21
MIN,BOS,2024-09-21
PHI,NYM,2024-09-21
ATL,MIA,2024-09-21
SEA,TEX,2024-09-21
LAA,HOU,2024-09-21
SFG,KCR,2024-09-21
ARI,MIL,2024-09-21
CLE,STL,2024-09-21
CHW,SDP,2024-09-21
NYY,OAK,2024-09-21
COL,LAD,2024-09-21
PIT,CIN,2024-09-22
DET,BAL,2024-09-22
MIN,BOS,2024-09-22
TOR,TBR,2024-09-22
PHI,NYM,2024-09-22
ATL,MIA,2024-09-22
LAA,HOU,2024-09-22
SFG,KCR,2024-09-22
ARI,MIL,2024-09-22
CLE,STL,2024-09-22
WSN,CHC,2024-09-22
SEA,TEX,2024-09-22
NYY,OAK,2024-09-22
COL,LAD,2024-09-22
CHW,SDP,2024-09-22
CHC,PHI,2024-09-23
BOS,TOR,2024-09-23
SEA,HOU,2024-09-23
SFG,ARI,2024-09-23
CIN,CLE,2024-09-24
TBR,DET,2024-09-24
CHC,PHI,2024-09-24
MIL,PIT,2024-09-24
KCR,WSN,2024-09-24
BAL,NYY,2024-09-24
BOS,TOR,2024-09-24
NYM,ATL,2024-09-24
LAA,CHW,2024-09-24
MIA,MIN,2024-09-24
SEA,HOU,2024-09-24
STL,COL,2024-09-24
SFG,ARI,2024-09-24
TEX,OAK,2024-09-24
SDP,LAD,2024-09-24
SEA,HOU,2024-09-25
CHC,PHI,2024-09-25
CIN,CLE,2024-09-25
TBR,DET,2024-09-25
MIL,PIT,2024-09-25
KCR,WSN,2024-09-25
BAL,NYY,2024-09-25
BOS,TOR,2024-09-25
NYM,ATL,2024-09-25
LAA,CHW,2024-09-25
MIA,MIN,2024-09-25
STL,COL,2024-09-25
SFG,ARI,2024-09-25
TEX,OAK,2024-09-25
SDP,LAD,2024-09-25
MIL,PIT,2024-09-26
KCR,WSN,2024-09-26
TBR,DET,2024-09-26
LAA,CHW,2024-09-26
STL,COL,2024-09-26
TEX,OAK,2024-09-26
BAL,NYY,2024-09-26
MIA,MIN,2024-09-26
SDP,LAD,2024-09-26
CIN,CHC,2024-09-27
CHW,DET,2024-09-27
PHI,WSN,2024-09-27
PIT,NYY,2024-09-27
MIA,TOR,2024-09-27
HOU,CLE,2024-09-27
TBR,BOS,2024-09-27
KCR,ATL,2024-09-27
LAD,COL,2024-09-27
BAL,MIN,2024-09-27
NYM,MIL,2024-09-27
TEX,LAA,2024-09-27
SDP,ARI,2024-09-27
OAK,SEA,2024-09-27
STL,SFG,2024-09-27
PIT,NYY,2024-09-28
CHW,DET,2024-09-28
BAL,MIN,2024-09-28
CIN,CHC,2024-09-28
MIA,TOR,2024-09-28
STL,SFG,2024-09-28
PHI,WSN,2024-09-28
TBR,BOS,2024-09-28
HOU,CLE,2024-09-28
NYM,MIL,2024-09-28
KCR,ATL,2024-09-28
LAD,COL,2024-09-28
SDP,ARI,2024-09-28
TEX,LAA,2024-09-28
OAK,SEA,2024-09-28
STL,SFG,2024-09-29
TBR,BOS,2024-09-29
PHI,WSN,2024-09-29
PIT,NYY,2024-09-29
TEX,LAA,2024-09-29
MIA,TOR,2024-09-29
HOU,CLE,2024-09-29
LAD,COL,2024-09-29
SDP,ARI,2024-09-29
OAK,SEA,2024-09-29
BAL,MIN,2024-09-29
CHW,DET,2024-09-29
NYM,MIL,2024-09-29
CIN,CHC,2024-09-29
KCR,ATL,2024-09-29